Hogar;Persona;Viaje;Etapa;ZonaOrigen;ZonaDestino;ComunaOrigen;ComunaDestino;OrigenCoordX;OrigenCoordY;DestinoCoordX;DestinoCoordY;Modo;CuadrasAntes;MinutosAntes;Autopistas;NoUsaAutopistas;Estaciona;CostoEstacionamiento;FormaPago;EstacionTrenIni;EstacionTrenFin;TarifaTren;RecorridoTransantiago;TiempoEsperaTstgo;TiempoEsperaBus;BusesPerdidos;TarifaBusNoTransantiago;EstacionMetroIni;EstacionMetroFin;HorarioMetro;MetrosPerdidos;EstacionMetroCambio;RecorridoTxc;TiempoEsperaTxc;TarifaTxc;TiempoEsperaTaxi;TarifaTaxi;PropiedadBicicleta;UsaCiclovia;CirculacionBicicleta;EstacionaBicicleta;ModoEstacionaBicicleta;UsoHabitualBicicleta
100010;10001001;1000100101;10001001011;786;786;103;103;335180,8125;6266421;335198,1563;6266360;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100010;10001001;1000100102;10001001021;786;786;103;103;335198,1563;6266360;335180,8125;6266421;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100010;10001002;1000100201;10001002011;786;786;103;103;335180,8125;6266421;335389,9688;6266277;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100010;10001002;1000100202;10001002021;786;786;103;103;335389,9688;6266277;335409,25;6266313,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100010;10001002;1000100203;10001002031;786;786;103;103;335409,25;6266313,5;335180,8125;6266421;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100010;10001002;1000100204;10001002041;786;786;103;103;335180,8125;6266421;334929,6875;6266047,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100010;10001002;1000100205;10001002051;786;786;103;103;334929,6875;6266047,5;335180,8125;6266421;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002001;1000200101;10002001011;785;786;103;103;338410,2188;6265607;339168,3125;6266155,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002001;1000200102;10002001021;786;785;103;103;339168,3125;6266155,5;338389,6563;6264895;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002001;1000200103;10002001031;785;785;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002001;1000200104;10002001041;785;785;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002002;1000200201;10002002011;785;786;103;103;338410,2188;6265607;337428,2813;6265980,5;11;0;0;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;
100020;10002002;1000200202;10002002021;786;786;103;103;337428,2813;6265980,5;338388,7813;6266117,5;5;5;10;;;;;;;;;;;;0;;;;;;;NO SABE;2;400;;;;;;;;
100020;10002003;1000200301;10002003011;785;839;103;87;338410,2188;6265607;323492,9688;6264122;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002003;1000200302;10002003021;839;785;87;103;323492,9688;6264122;338389,6563;6264895;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002004;1000200401;10002004011;785;786;103;103;338410,2188;6265607;336695,875;6265913,5;5;4;10;;;;;;;;;;;;0;;;;;;;BUIN MAIPO;5;400;;;;;;;;
100020;10002004;1000200402;10002004021;786;786;103;103;336695,875;6265913,5;338672,7188;6266273,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN MAIPO VILUCO;10;400;;;;;;;;
100020;10002005;1000200501;10002005011;785;789;103;103;338410,2188;6265607;340541,8438;6265858,5;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;2;1;1;1;1
100020;10002005;1000200502;10002005021;789;785;103;103;340541,8438;6265858,5;338389,6563;6264895;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;2;1;1;2;1
100020;10002005;1000200503;10002005031;785;786;103;103;338389,6563;6264895;338936,3438;6266321,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002005;1000200504;10002005041;786;785;103;103;338936,3438;6266321,5;338389,6563;6264895;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100020;10002005;1000200505;10002005051;785;786;103;103;338389,6563;6264895;339323,5313;6266686,5;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;2;1;1;2;1
100030;10003001;1000300101;10003001011;791;786;103;103;327863,8125;6257800;339041,1875;6266166;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;4;700;;;;;;;;
100030;10003001;1000300102;10003001021;786;791;103;103;338661,5625;6266216;328140,2188;6257757,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;1;700;;;;;;;;
100041;10004101;1000410101;10004101011;791;786;103;103;327864;6257800;338811,6563;6265927,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;60;700;;;;;;;;
100041;10004101;1000410102;10004101021;786;791;103;103;338811,6563;6265927,5;328140,2188;6257757,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;6;700;;;;;;;;
100041;10004102;1000410201;10004102011;791;791;103;103;327864;6257800;327841,1875;6257167;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;3;1;1;2;1
100041;10004102;1000410202;10004102021;791;791;103;103;327841,1875;6257167;327864;6257800;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;3;1;1;2;1
100041;10004103;1000410301;10004103011;791;786;103;103;327864;6257800;339063,7188;6266077,5;5;1;2;;;;;;;;;;;;0;;;;;;;BUIN;30;700;;;;;;;;
100041;10004103;1000410302;10004103021;786;791;103;103;339063,7188;6266077,5;328120,7188;6257735,5;5;1;2;;;;;;;;;;;;0;;;;;;;BUIN;2;700;;;;;;;;
100041;10004104;1000410401;10004104011;791;791;103;103;327864;6257800;332777,875;6262349,5;5;2;4;;;;;;;;;;;;0;;;;;;;BUIN;3;300;;;;;;;;
100041;10004104;1000410402;10004104021;791;791;103;103;332841,125;6262320;328120,7188;6257735,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;3;300;;;;;;;;
100041;10004105;1000410501;10004105011;791;786;103;103;327864;6257800;339116,6563;6266471,5;5;1;2;;;;;;;;;;;;0;;;;;;;BUIN;9;700;;;;;;;;
100041;10004105;1000410501;10004105012;786;129;103;328;339116,6563;6266471,5;343952,6563;6297348;12;0;0;;;;;;;;;;;9;0;190;;;;;;;;;;;;;;;;
100041;10004105;1000410501;10004105013;129;225;328;93;343952,6563;6297348;351427,75;6289962;4;0;0;;;;;;;;;;;;0;;1008;5029;2;;C;;;;;;;;;;;
100041;10004105;1000410502;10004105021;225;6;93;70;351407,6563;6290063;343989,5;6297490,5;4;2;7;;;;;;;;;;;;0;;5029;1008;2;;O;;;;;;;;;;;
100041;10004105;1000410502;10004105022;6;786;70;103;343989,5;6297490,5;339209,75;6266189;12;0;0;;;;;;;;;;;12;0;190;;;;;;;;;;;;;;;;
100041;10004105;1000410502;10004105023;786;791;103;103;339209,75;6266189;328140,2188;6257757,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;9;700;;;;;;;;
100052;10005201;1000520101;10005201011;783;13;103;70;338480,8125;6267297;345683,125;6298010;14;1;2;;;;;;;;;;;7;0;1100;;;;;;;;;;;;;;;;
100052;10005201;1000520102;10005201021;13;786;70;103;345701,2813;6298889;339116,6563;6266471,5;14;2;10;;;;;;;;;;;15;0;1100;;;;;;;;;;;;;;;;
100052;10005203;1000520301;10005203011;783;786;103;103;338480,8125;6267297;338834,0938;6266481,5;6;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100052;10005203;1000520302;10005203021;786;783;103;103;338834,0938;6266481,5;338480,8125;6267297;6;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100061;10006102;1000610201;10006102011;783;783;103;103;338520,4688;6267243,5;338815,7813;6267099,5;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;3;1;1;2;1
100061;10006102;1000610202;10006102021;783;783;103;103;338815,7813;6267099,5;338520,4688;6267243,5;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;3;1;1;2;1
100061;10006103;1000610301;10006103011;783;786;103;103;338520,4688;6267243,5;338808,125;6266109,5;5;1;3;;;;;;;;;;;;0;;;;;;;NUEVO BUIN;9;800;;;;;;;;
100061;10006103;1000610302;10006103021;786;783;103;103;338808,125;6266109,5;338520,4688;6267243,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700101;10007001011;783;786;103;103;338672,2813;6267348,5;339042,8125;6266628;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700102;10007001021;786;786;103;103;339042,8125;6266628;339219,2188;6265800,5;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700103;10007001031;786;783;103;103;339219,2188;6265800,5;338672,2813;6267348,5;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700104;10007001041;783;786;103;103;338672,2813;6267348,5;339042,8125;6266628;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700105;10007001051;786;783;103;103;339042,8125;6266628;338672,2813;6267348,5;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700106;10007001061;783;783;103;103;338672,2813;6267348,5;339067,125;6267295;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700107;10007001071;783;783;103;103;339067,125;6267295;338672,2813;6267348,5;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700108;10007001081;783;783;103;103;338672,2813;6267348,5;338810,375;6268010;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100070;10007001;1000700109;10007001091;783;783;103;103;338810,375;6268010;338672,2813;6267348,5;1;0;0;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100082;10008201;1000820101;10008201011;786;764;103;98;338923,5;6266489;341140,1563;6277136;14;2;4;;;;;;;;;;;8;0;500;;;;;;;;;;;;;;;;
100082;10008201;1000820102;10008201021;764;786;98;103;341233,6563;6277282;339095,3125;6266445;14;2;4;;;;;;;;;;;9;0;500;;;;;;;;;;;;;;;;
100090;10009001;1000900101;10009001011;785;786;103;103;339472,5313;6262741,5;339158,4063;6265885;5;2;5;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS;5;400;;;;;;;;
100090;10009001;1000900101;10009001012;786;639;103;95;339158,4063;6265885;346779;6293833,5;14;0;0;;;;;;;;;;;5;0;1000;;;;;;;;;;;;;;;;
100090;10009001;1000900101;10009001013;639;639;95;95;346779;6293833,5;346779;6293833,5;7;1;1;;;;;;;;;;;;0;;;;;;;;;;0;400;;;;;;
100090;10009001;1000900102;10009001021;639;786;95;103;346779;6293833,5;339168,3125;6266155,5;14;3;15;;;;;;;;;;;15;0;1000;;;;;;;;;;;;;;;;
100090;10009001;1000900102;10009001022;786;785;103;103;339168,3125;6266155,5;339472,5313;6262741,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS CERRILLO;5;400;;;;;;;;
100090;10009002;1000900201;10009002011;785;786;103;103;339472,5313;6262741,5;338535,375;6266234,5;5;2;5;;;;;;;;;;;;0;;;;;;;LINDEROS;10;400;;;;;;;;
100090;10009002;1000900202;10009002021;786;785;103;103;338535,375;6266234,5;339277,8438;6262857,5;5;5;10;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS CERRILLOS;10;400;;;;;;;;
100090;10009002;1000900203;10009002031;785;786;103;103;339472,5313;6262741,5;339158,4063;6265885;5;2;5;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS;5;400;;;;;;;;
100090;10009002;1000900203;10009002032;786;639;103;95;339158,4063;6265885;346779;6293833,5;14;0;0;;;;;;;;;;;5;0;1000;;;;;;;;;;;;;;;;
100090;10009002;1000900203;10009002033;639;639;95;95;346779;6293833,5;346779;6293833,5;7;1;2;;;;;;;;;;;;0;;;;;;;;;;0;400;;;;;;
100090;10009002;1000900204;10009002041;639;786;95;103;346779;6293833,5;339168,3125;6266155,5;14;3;15;;;;;;;;;;;15;0;1000;;;;;;;;;;;;;;;;
100090;10009002;1000900204;10009002042;786;785;103;103;339168,3125;6266155,5;339472,5313;6262741,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN CERRILLOS LINDEROS;5;400;;;;;;;;
100090;10009003;1000900301;10009003011;785;129;103;328;339472,5313;6262741,5;343950,7813;6297349;16;2;5;;;;;;8;1;950;;;;0;;;;;;;;;;;;;;;;;
100090;10009003;1000900302;10009003021;9;129;70;328;345000,4063;6299259,5;343952,6563;6297348;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009003;1000900303;10009003031;129;785;328;103;343952,6563;6297348;339343,5;6262717,5;16;1;3;;;;;;1;8;950;;;;0;;;;;;;;;;;;;;;;;
100090;10009004;1000900401;10009004011;785;786;103;103;339472,5313;6262741,5;338696,375;6266250,5;5;2;5;;;;;;;;;;;;0;;;;;;;LINDEROS;10;400;;;;;;;;
100090;10009004;1000900402;10009004021;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009004;1000900403;10009004031;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009004;1000900404;10009004041;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009004;1000900405;10009004051;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009004;1000900406;10009004061;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009004;1000900407;10009004071;786;785;103;103;338554,4688;6266142;339472,5313;6262741,5;5;1;3;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS CERRILLOS;10;400;;;;;;;;
100090;10009005;1000900501;10009005011;786;785;103;103;339320,5938;6265934,5;339472,5313;6262741,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009005;1000900502;10009005021;785;786;103;103;339472,5313;6262741,5;339275,625;6265892,5;5;0;0;;;;;;;;;;;;0;;;;;;;LINDEROS BUIN;10;500;;;;;;;;
100090;10009006;1000900601;10009006011;785;786;103;103;339472,5313;6262741,5;338535,375;6266234,5;5;2;5;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS;10;400;;;;;;;;
100090;10009006;1000900602;10009006021;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100090;10009006;1000900603;10009006031;786;785;103;103;338554,4688;6266142;339472,5313;6262741,5;5;1;3;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS CERRILLOS;10;400;;;;;;;;
100102;10010201;1001020101;10010201011;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100102;10010201;1001020102;10010201021;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100102;10010202;1001020201;10010202011;786;786;103;103;334850,7813;6266124,5;338748,8438;6265936,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;8;400;;;;;;;;
100102;10010202;1001020202;10010202021;786;786;103;103;338748,8438;6265936,5;334850,7813;6266124,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN;9;400;;;;;;;;
100102;10010203;1001020301;10010203011;786;999;103;999;334850,7813;6266124,5;338830,0313;6257015;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN PAINE;9;800;;;;;;;;
100102;10010203;1001020302;10010203021;999;786;999;103;338830,0313;6257015;334850,7813;6266124,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN PAINE;9;800;;;;;;;;
100112;10011201;1001120101;10011201011;786;786;103;103;335866,8438;6266308;337910,1875;6266172,5;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;1;;1;2;1
100112;10011201;1001120102;10011201021;786;786;103;103;337910,1875;6266172,5;335866,8438;6266308;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;1;;1;2;1
100112;10011202;1001120201;10011202011;786;786;103;103;335866,8438;6266308;339186,25;6266159;5;2;4;;;;;;;;;;;;0;;;;;;;BUIN MAIPO;5;400;;;;;;;;
100112;10011202;1001120202;10011202021;786;786;103;103;339176,7188;6266152,5;335771;6266216,5;5;1;2;;;;;;;;;;;;0;;;;;;;BUIN MAIPO;10;400;;;;;;;;
100112;10011203;1001120301;10011203011;786;129;103;328;335866,8438;6266308;343952,6563;6297348;12;2;4;;;;;;;;;;;12;0;190;;;;;;;;;;;;;;;;
100112;10011203;1001120301;10011203012;129;13;328;70;343952,6563;6297348;345658,625;6298008,5;4;0;0;;;;;;;;;;;;0;;1008;1011;1;;;;;;;;;;;;;
100112;10011203;1001120302;10011203021;13;6;70;70;345683,125;6298010;343989,5;6297490,5;4;1;2;;;;;;;;;;;;0;;1011;1008;2;;;;;;;;;;;;;
100112;10011203;1001120302;10011203022;6;786;70;103;343989,5;6297490,5;335771;6266216,5;14;1;2;;;;;;;;;;;10;0;190;;;;;;;;;;;;;;;;
100140;10014001;1001400101;10014001011;785;785;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100140;10014001;1001400102;10014001021;785;785;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100140;10014002;1001400201;10014002011;785;786;103;103;338901,5;6262892,5;339158,4063;6265885;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS;10;400;;;;;;;;
100140;10014002;1001400201;10014002012;786;129;103;328;339158,4063;6265885;343952,6563;6297348;14;0;0;;;;;;;;;;;5;0;1000;;;;;;;;;;;;;;;;
100140;10014002;1001400201;10014002013;129;500;328;72;343952,6563;6297348;350116,0625;6300449,5;4;3;6;;;;;;;;;;;;0;;1008;1019;1;3;;;;;;;;;;;;
100140;10014002;1001400202;10014002021;500;6;72;70;350019,8438;6300388;343989,5;6297490,5;4;3;10;;;;;;;;;;;;0;;1019;1008;1;1;;;;;;;;;;;;
100140;10014002;1001400202;10014002022;6;785;70;103;343989,5;6297490,5;338528,8438;6262801,5;14;3;10;;;;;;;;;;;15;0;1100;;;;;;;;;;;;;;;;
100140;10014003;1001400301;10014003011;785;786;103;103;338901,5;6262892,5;339168,3125;6266155,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN LINDEROS;5;400;;;;;;;;
100140;10014003;1001400302;10014003021;786;785;103;103;339168,3125;6266155,5;338528,8438;6262801,5;14;2;5;;;;;;;;;;;5;0;400;;;;;;;;;;;;;;;;
100161;10016101;1001610101;10016101011;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100161;10016101;1001610102;10016101021;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100170;10017001;1001700101;10017001011;783;785;103;103;338672,0938;6266596,5;338327,6875;6264794,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100170;10017001;1001700102;10017001021;785;783;103;103;338327,6875;6264794,5;338672,0938;6266596,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100170;10017002;1001700201;10017002011;783;167;103;330;338672,0938;6266596,5;346329,5;6299726;1;0;0;A;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100170;10017002;1001700202;10017002021;167;783;330;103;346329,5;6299726;338672,0938;6266596,5;1;0;0;A;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;
100180;10018001;1001800101;10018001011;787;785;103;103;338859,8438;6268671,5;338929,4688;6264897,5;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;2;1;1;1;1
100180;10018001;1001800102;10018001021;785;787;103;103;338929,4688;6264897,5;338859,8438;6268671,5;9;0;0;;;;;;;;;;;;0;;;;;;;;;;;;1;2;1;1;2;1
100180;10018001;1001800103;10018001031;787;786;103;103;338859,8438;6268671,5;335727,1875;6266221,5;14;15;15;;;;;;;;;;;30;0;400;;;;;;;;;;;;;;;;
100180;10018001;1001800104;10018001041;786;820;103;86;335724,1563;6266219,5;320921,6875;6273314,5;14;0;0;;;;;;;;;;;15;0;400;;;;;;;;;;;;;;;;
100180;10018001;1001800104;10018001042;820;859;86;85;320921,6875;6273314,5;326994,0313;6279513,5;14;0;0;;;;;;;;;;;10;0;400;;;;;;;;;;;;;;;;
100180;10018002;1001800201;10018002011;787;783;103;103;338859,8438;6268671,5;338896,8438;6268549;14;15;30;;;;;;;;;;;15;0;300;;;;;;;;;;;;;;;;
100180;10018002;1001800202;10018002021;786;0;103;0;335724,1563;6266219,5;;;14;0;0;;;;;;;;;;;10;0;400;;;;;;;;;;;;;;;;
100180;10018002;1001800202;10018002022;0;783;0;103;;;338895,8125;6268549;14;0;0;;;;;;;;;;;5;1;400;;;;;;;;;;;;;;;;
100180;10018002;1001800203;10018002031;787;786;103;103;338859,8438;6268671,5;335727,1875;6266221,5;14;15;30;;;;;;;;;;;15;0;400;;;;;;;;;;;;;;;;
100180;10018002;1001800204;10018002041;786;820;103;86;335724,1563;6266219,5;320921,6875;6273314,5;14;0;0;;;;;;;;;;;15;0;400;;;;;;;;;;;;;;;;
100180;10018002;1001800204;10018002042;820;783;86;103;320921,6875;6273314,5;338895,8125;6268549;14;0;0;;;;;;;;;;;5;1;400;;;;;;;;;;;;;;;;
100180;10018003;1001800301;10018003011;787;225;103;93;338859,8438;6268671,5;351354,5938;6290064;14;3;5;;;;;;;;;;;10;1;350;;;;;;;;;;;;;;;;
100180;10018003;1001800302;10018003021;225;783;93;103;351354,5938;6290064;338895,8125;6268549;14;3;5;;;;;;;;;;;15;2;350;;;;;;;;;;;;;;;;
100180;10018004;1001800401;10018004011;787;786;103;103;338859,8438;6268671,5;335727,1875;6266221,5;14;3;5;;;;;;;;;;;10;1;300;;;;;;;;;;;;;;;;
100180;10018004;1001800402;10018004021;786;783;103;103;335724,1563;6266219,5;338892,8125;6268547;14;0;0;;;;;;;;;;;15;0;400;;;;;;;;;;;;;;;;
100180;10018004;1001800402;10018004022;783;820;103;86;338892,8125;6268547;319888,625;6272617,5;14;0;0;;;;;;;;;;;10;0;400;;;;;;;;;;;;;;;;
100192;10019201;1001920101;10019201011;786;129;103;328;338018,8125;6266424,5;343952,6563;6297348;14;2;5;;;;;;;;;;;10;0;1100;;;;;;;;;;;;;;;;
100192;10019201;1001920102;10019201021;129;786;328;103;343952,6563;6297348;338074,375;6266601;14;2;8;;;;;;;;;;;16;0;1100;;;;;;;;;;;;;;;;
100200;10020001;1002000101;10020001011;785;786;103;103;338713,0938;6265343;338938,1875;6266090;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020001;1002000102;10020001021;786;785;103;103;338938,1875;6266090;338706,8438;6265278;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020001;1002000103;10020001031;785;785;103;103;338713,0938;6265343;338706,8438;6265278;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020002;1002000201;10020002011;785;786;103;103;338713,0938;6265343;338696,375;6266250,5;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020002;1002000202;10020002021;786;786;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100200;10020002;1002000203;10020002031;786;785;103;103;338938,1875;6266090;338713,0938;6265343;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100200;10020002;1002000204;10020002041;785;786;103;103;338713,0938;6265343;338696,375;6266250,5;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020002;1002000205;10020002051;786;785;103;103;338696,375;6266250,5;338706,8438;6265278;5;2;5;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020002;1002000206;10020002061;785;786;103;103;338713,0938;6265343;338696,375;6266250,5;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020002;1002000207;10020002071;786;785;103;103;338696,375;6266250,5;338706,8438;6265278;5;2;5;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020003;1002000301;10020003011;785;786;103;103;338713,0938;6265343;338696,375;6266250,5;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020003;1002000302;10020003021;786;785;103;103;338283,875;6266265;338706,8438;6265278;5;2;5;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;15;400;;;;;;;;
100200;10020003;1002000303;10020003031;785;786;103;103;338713,0938;6265343;338696,375;6266250,5;5;0;0;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;0;400;;;;;;;;
100200;10020003;1002000304;10020003041;786;785;103;103;338283,875;6266265;338706,8438;6265278;5;2;5;;;;;;;;;;;;0;;;;;;;VILLA GABRIELA;5;400;;;;;;;;
100222;10022201;1002220101;10022201011;783;786;103;103;338487,6563;6268439,5;336696,6875;6265920,5;5;1;2;;;;;;;;;;;;0;;;;;;;792;20;400;;;;;;;;
100222;10022201;1002220101;10022201012;786;786;103;103;336696,6875;6265920,5;336695,875;6265913,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN MAIPO;10;400;;;;;;;;
100222;10022201;1002220102;10022201021;786;0;103;0;336695,875;6265913,5;0;0;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN MAIPO;3;400;;;;;;;;
100222;10022201;1002220102;10022201022;0;783;0;103;0;0;338500,4375;6268401;5;0;0;;;;;;;;;;;;0;;;;;;;785;5;400;;;;;;;;
100222;10022202;1002220201;10022202011;783;783;103;103;338487,6563;6268439,5;338896,8438;6268549;11;1;1;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;
100222;10022202;1002220202;10022202021;786;783;103;103;335724,1563;6266219,5;338503,5625;6268387;11;0;0;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;
100222;10022203;1002220301;10022203011;783;783;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100222;10022203;1002220302;10022203021;783;783;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100222;10022204;1002220401;10022204011;783;786;103;103;338487,6563;6268439,5;336696,6875;6265920,5;5;1;2;;;;;;;;;;;;0;;;;;;;792;20;400;;;;;;;;
100222;10022204;1002220401;10022204012;786;786;103;103;336696,6875;6265920,5;336695,875;6265913,5;5;0;0;;;;;;;;;;;;0;;;;;;;BUIN MAIPO;10;400;;;;;;;;
100222;10022204;1002220402;10022204021;786;783;103;103;336695,875;6265913,5;338504,5938;6268386;5;0;0;;;;;;;;;;;;0;;;;;;;MAIPO BUIN;5;400;;;;;;;;
100222;10022204;1002220402;10022204022;783;783;103;103;338504,5938;6268386;338500,4375;6268401;5;0;0;;;;;;;;;;;;0;;;;;;;785;2;400;;;;;;;;
100232;10023201;1002320101;10023201011;783;783;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100232;10023201;1002320102;10023201021;783;783;103;103;;;;;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
100242;10024201;1002420101;10024201011;783;786;103;103;338756,5313;6266656;338748,8438;6265936,5;8;0;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
